latitude,longitude,datetime,temperature_C
45.3819685,11.0448862,2025-08-20 00:00:00,21.9
45.3819685,11.0448862,2025-08-20 01:00:00,21.6
45.3819685,11.0448862,2025-08-20 02:00:00,21.6
45.3819685,11.0448862,2025-08-20 03:00:00,21.5
45.3819685,11.0448862,2025-08-20 04:00:00,21.3
45.3819685,11.0448862,2025-08-20 05:00:00,21.1
45.3819685,11.0448862,2025-08-20 06:00:00,21.4
45.3819685,11.0448862,2025-08-20 07:00:00,22.8
45.3819685,11.0448862,2025-08-20 08:00:00,24.8
45.3819685,11.0448862,2025-08-20 09:00:00,26.6
45.3819685,11.0448862,2025-08-20 10:00:00,28.0
45.3819685,11.0448862,2025-08-20 11:00:00,29.3
45.3819685,11.0448862,2025-08-20 12:00:00,30.2
45.3819685,11.0448862,2025-08-20 13:00:00,30.9
45.3819685,11.0448862,2025-08-20 14:00:00,30.7
45.3819685,11.0448862,2025-08-20 15:00:00,30.0
45.3819685,11.0448862,2025-08-20 16:00:00,28.4
45.3819685,11.0448862,2025-08-20 17:00:00,26.3
45.3819685,11.0448862,2025-08-20 18:00:00,24.4
45.3819685,11.0448862,2025-08-20 19:00:00,23.1
45.3819685,11.0448862,2025-08-20 20:00:00,22.1
45.3819685,11.0448862,2025-08-20 21:00:00,21.2
45.3819685,11.0448862,2025-08-20 22:00:00,20.6
45.3819685,11.0448862,2025-08-20 23:00:00,20.2
